Nome,Sexo,Idade,Profissao,Salario,EC
Eliane,M,,Programador,18601.5,Casado
Paulo,F,44.0,Diretor (CTO),,Solteiro
Luana,F,31.0,Veterinário,,Casado
Mariana,F,63.0,Diretor (CTO),,Solteiro
Fabiana,F,,Gerente,17485.26,Divorciado
Gabriela,F,,Gerente de TI,13846.87,Solteiro
Aline,M,,Analista de Sistemas,20932.47,Solteiro
Jessica,F,,Gerente,5447.69,Viúvo
Fatima,F,,Diretor (CTO),,Viúvo
Fabiana,F,,Gerente,16466.86,Casado
Carla,M,26.0,Advogado,,Casado
Daniel,M,35.0,Diretor Executivo (CEO),,Viúvo
Carlos,M,,Advogado,17569.42,Solteiro
Rafael,F,,Médico,3579.71,Casado
Fernanda,F,,Gerente de Vendas,7207.62,Casado
Daniel,F,,Engenheiro de Petróleo,22799.64,Solteiro
Gabriela,M,37.0,Médico,,Viúvo
Vanessa,F,27.0,Advogado,,Casado
Paula,M,46.0,Veterinário,,Divorciado
Carlos,M,,Diretor Executivo (CEO),7611.9,Casado
Vanessa,F,50.0,Veterinário,,Solteiro
Claudia,M,47.0,Diretor (CTO),,Divorciado
Pedro,M,,Consultor,10221.64,Casado
Francisco,M,,Médico,8754.28,Divorciado
Paula,M,49.0,Dentista,,Divorciado
Leandro,F,31.0,Diretor (CTO),,Casado
Carlos,M,18.0,Engenheiro de Petróleo,,Casado
Carla,F,47.0,Analista de Sistemas,,Solteiro
Adriana,F,,Veterinário,5067.4,Viúvo
Bruno,M,,Advogado,5593.25,Divorciado
Camila,F,27.0,Farmacêutico,,Solteiro
Rodrigo,F,32.0,Dentista,,Viúvo
Gustavo,M,,Cientista de Dados,18627.97,Viúvo
Ana,M,,Gerente,,Solteiro
Amanda,F,56.0,Engenheiro de Petróleo,,Casado
Luciana,M,61.0,Engenheiro,,Solteiro
Bruno,M,27.0,Veterinário,,Solteiro
Leonardo,M,,Cientista de Dados,4686.65,Viúvo
Aline,M,,Farmacêutico,9660.41,Casado
João,M,46.0,Advogado,,Divorciado
Gabriela,M,32.0,Programador,,Casado
Guilherme,M,63.0,Programador,,Divorciado
Luiz,M,37.0,Engenheiro,,Solteiro
Anderson,M,44.0,Gerente de Vendas,,Viúvo
Francisco,M,,Dentista,17266.32,Viúvo
Carlos,M,46.0,Diretor Executivo (CEO),,Casado
Leandro,M,,Gerente de TI,8900.73,Casado
Rafael,F,45.0,Gerente de TI,,Casado
Diego,F,60.0,Engenheiro de Petróleo,,Solteiro
Mariana,F,,Gerente de Vendas,9719.22,Viúvo
Leonardo,F,,Piloto,14908.16,Viúvo
Leandro,M,50.0,Arquiteto,,Solteiro
Jose,M,,Consultor,8722.26,Casado
Diego,M,,Advogado,17383.71,Casado
Gabriela,M,60.0,Médico,,Divorciado
Paulo,F,40.0,Piloto,,Divorciado
Gabriela,F,,Analista de Sistemas,4103.68,Divorciado
Marcia,M,50.0,Arquiteto,,Solteiro
Lucas,F,,Diretor Executivo (CEO),10470.19,Viúvo
Maria,F,,Gerente de Vendas,3646.02,Divorciado
Diego,F,,Cientista de Dados,17429.02,Casado
Luciana,M,,Analista de Sistemas,18000.78,Viúvo
Ana,F,39.0,Diretor (CTO),,Solteiro
Bruno,F,18.0,Gerente de TI,,Solteiro
Fernanda,F,21.0,Engenheiro,,Divorciado
Francisca,M,,Cientista de Dados,18258.55,Divorciado
Adriana,F,,Veterinário,10920.01,Viúvo
Bruna,M,62.0,Gerente de Vendas,,Solteiro
Paula,F,,Piloto,20490.27,Solteiro
Luciana,M,51.0,Farmacêutico,,Casado
Beatriz,M,,Engenheiro de Petróleo,21622.17,Divorciado
Rodrigo,F,,Engenheiro de Petróleo,5728.84,Divorciado
Juliana,F,24.0,Diretor Executivo (CEO),,Viúvo
Vanessa,F,,Gerente,15190.1,Casado
Rafael,M,59.0,Diretor (CTO),,Divorciado
Paulo,F,,Piloto,14293.63,Casado
Felipe,M,20.0,Cientista de Dados,,Viúvo
Raquel,F,,Engenheiro de Petróleo,10193.37,Viúvo
Rafael,M,31.0,Engenheiro,,Casado
Felipe,M,57.0,Engenheiro de Petróleo,,Divorciado
Eduardo,F,,Piloto,18003.08,Viúvo
Claudia,M,,Gerente,15777.11,Divorciado
Diego,M,,Programador,8094.82,Divorciado
Jose,M,,Analista de Sistemas,19649.95,Casado
Amanda,F,25.0,Piloto,,Casado
Thiago,M,42.0,Programador,,Solteiro
Leonardo,M,46.0,Engenheiro,,Solteiro
Mariana,F,,Piloto,16294.62,Casado
Felipe,M,,Engenheiro,10450.56,Solteiro
Luciana,M,57.0,Gerente de Vendas,,Divorciado
Raquel,M,,Consultor,11353.54,Solteiro
Eduardo,F,54.0,Gerente,,Divorciado
Matheus,M,,Gerente,22240.23,Viúvo
Leonardo,M,,Engenheiro,16823.67,Casado
Daniel,F,39.0,Diretor (CTO),,Casado
Leandro,F,36.0,Gerente,,Solteiro
Rodrigo,F,,Diretor (CTO),20070.77,Divorciado
Renata,F,41.0,Cientista de Dados,,Divorciado
Felipe,M,46.0,Consultor,,Divorciado
Bruno,M,50.0,Gerente de Vendas,,Divorciado
Leandro,M,40.0,Engenheiro,,Solteiro
Bruna,F,55.0,Diretor (CTO),,Solteiro
Marcia,F,,Médico,22054.47,Viúvo
Mariana,F,41.0,Diretor (CTO),,Divorciado
Eduardo,M,,Advogado,9151.23,Casado
Guilherme,M,,Consultor,16814.34,Casado
Eliane,F,,Médico,10284.93,Viúvo
Joao,F,,Dentista,20915.18,Solteiro
Carla,M,,Gerente,8291.93,Solteiro
Felipe,F,,Cientista de Dados,10823.86,Viúvo
Luiz,F,46.0,Diretor (CTO),,Divorciado
Gabriel,M,,Cientista de Dados,21028.51,Solteiro
Bruna,M,28.0,Gerente,,Divorciado
Joao,F,,Diretor (CTO),4887.39,Viúvo
Fernanda,M,,Gerente,3323.79,Viúvo
Luana,F,23.0,Engenheiro,,Casado
Leonardo,F,44.0,Diretor (CTO),,Divorciado
Mariana,F,49.0,Gerente,,Divorciado
Luciana,M,,Médico,10706.27,Divorciado
Aline,F,,Piloto,11869.41,Casado
Claudia,F,45.0,Gerente,,Casado
Sandra,F,61.0,Gerente de TI,,Solteiro
Ana Paula,F,,Piloto,22716.44,Solteiro
Ana Paula,F,62.0,Gerente de Vendas,,Casado
Marcelo,M,32.0,Médico,,Casado
Ana,M,37.0,Consultor,,Divorciado
Bruno,M,,Arquiteto,8575.58,Casado
Gabriela,M,30.0,Gerente de TI,,Divorciado
Ana,M,,Diretor Executivo (CEO),17751.72,Viúvo
Francisca,M,65.0,Veterinário,,Casado
Rafael,M,48.0,Gerente de Vendas,,Solteiro
Marcia,M,24.0,Piloto,,Divorciado
Fernando,F,36.0,Analista de Sistemas,,Casado
Felipe,F,,Médico,17851.37,Solteiro
Vanessa,F,45.0,Arquiteto,,Divorciado
Marcia,F,,Programador,7014.15,Divorciado
Francisco,M,,Médico,3870.49,Viúvo
Fernando,M,47.0,Advogado,,Casado
Maria,M,,Farmacêutico,3810.18,Viúvo
Diego,F,,Arquiteto,7885.05,Casado
Amanda,F,,Diretor (CTO),22871.77,Solteiro
Amanda,M,39.0,Diretor Executivo (CEO),,Casado
Marcos,F,59.0,Diretor (CTO),,Casado
Ana,M,,Engenheiro de Petróleo,18835.29,Viúvo
Francisco,F,51.0,Arquiteto,,Solteiro
Beatriz,F,39.0,Diretor (CTO),,Solteiro
Jose,M,49.0,Farmacêutico,,Casado
Leandro,F,,Advogado,12983.32,Divorciado
Paulo,M,,Diretor Executivo (CEO),17506.86,Divorciado
Matheus,F,,Programador,20981.31,Solteiro
Eduardo,F,,Gerente de Vendas,22565.91,Solteiro
Amanda,F,,Analista de Sistemas,8205.58,Divorciado
Luiz,M,,Engenheiro,20130.76,Solteiro
Camila,F,,Diretor (CTO),15070.38,Casado
Leonardo,F,,Cientista de Dados,8928.41,Casado
Fernanda,F,31.0,Engenheiro,,Solteiro
Bruna,M,43.0,Analista de Sistemas,,Viúvo
Marcos,M,,Médico,18615.44,Solteiro
Carlos,M,,Analista de Sistemas,3757.15,Solteiro
Marcelo,M,59.0,Médico,,Solteiro
Luciana,M,53.0,Gerente,,Divorciado
Jessica,F,,Farmacêutico,5041.38,Divorciado
Ana,M,,Veterinário,22862.86,Solteiro
Mariana,M,,Engenheiro de Petróleo,12543.37,Casado
Antonio,F,20.0,Gerente de TI,,Viúvo
Francisca,M,,Diretor Executivo (CEO),17667.24,Viúvo
Gabriel,F,52.0,Veterinário,,Divorciado
Patricia,F,,Engenheiro de Petróleo,5763.97,Solteiro
Francisco,M,53.0,Arquiteto,,Divorciado
Rodrigo,M,30.0,Piloto,,Divorciado
Jose,M,49.0,Diretor (CTO),,Solteiro
Fernando,F,33.0,Cientista de Dados,,Divorciado
Gustavo,M,54.0,Consultor,,Viúvo
Fatima,F,26.0,Piloto,,Viúvo
Anderson,F,,Médico,3285.54,Divorciado
Ana Paula,F,,Diretor (CTO),18702.71,Divorciado
Guilherme,M,,Farmacêutico,22061.78,Viúvo
Ricardo,F,26.0,Diretor Executivo (CEO),,Solteiro
Diego,M,,Analista de Sistemas,12356.22,Casado
Daniel,M,,Piloto,20337.06,Casado
Francisco,F,60.0,Analista de Sistemas,,Casado
Luciana,F,,Arquiteto,7098.22,Viúvo
Claudia,M,,Gerente,11649.06,Casado
Eliane,F,61.0,Arquiteto,,Divorciado
Camila,M,,Advogado,22144.34,Divorciado
Beatriz,F,,Analista de Sistemas,16208.2,Divorciado
Larissa,F,34.0,Programador,,Solteiro
Francisca,M,55.0,Gerente,,Casado
Carla,M,49.0,Piloto,,Solteiro
Felipe,M,,Engenheiro,8364.94,Casado
Fernanda,M,40.0,Gerente de Vendas,,Casado
Ricardo,F,,Veterinário,4128.23,Casado
Sandra,F,57.0,Gerente de TI,,Casado
Maria,F,22.0,Dentista,,Casado
Paulo,F,,Gerente de Vendas,19042.03,Casado
Gabriel,F,,Consultor,6627.86,Divorciado
Vanessa,M,,Engenheiro de Petróleo,4420.98,Divorciado
Guilherme,F,34.0,Consultor,,Casado
Luciana,F,,Engenheiro,10876.26,Solteiro
Raquel,M,,Gerente,5720.88,Casado
João,F,,Veterinário,20211.87,Divorciado
Joao,F,,Gerente,4733.15,Casado
Renata,M,63.0,Gerente,,Solteiro
Carlos,F,,Consultor,22493.31,Solteiro
Gabriel,F,,Analista de Sistemas,5037.42,Solteiro
Paula,M,,Veterinário,8129.75,Solteiro
Matheus,F,36.0,Diretor Executivo (CEO),,Solteiro
Jessica,M,,Advogado,6512.07,Casado
Maria,F,,Diretor Executivo (CEO),17194.33,Casado
Marcia,F,38.0,Dentista,,Casado
Maria,F,54.0,Gerente,,Casado
Luciana,M,,Gerente,21703.21,Divorciado
Guilherme,M,64.0,Consultor,,Viúvo
Ana Paula,F,,Médico,19840.09,Divorciado
Daniel,F,28.0,Programador,,Viúvo
Adriana,M,33.0,Programador,,Viúvo
Renata,F,,Analista de Sistemas,6498.35,Divorciado
Marcia,M,30.0,Consultor,,Solteiro
Jessica,M,62.0,Gerente de Vendas,,Casado
Mariana,F,55.0,Diretor (CTO),,Viúvo
Gabriela,M,61.0,Arquiteto,,Casado
Gabriel,F,34.0,Farmacêutico,,Viúvo
Claudia,M,34.0,Consultor,,Solteiro
Diego,F,,Gerente de TI,6594.99,Viúvo
Antonio,M,24.0,Programador,,Casado
Marcelo,F,,Diretor (CTO),16686.1,Solteiro
Diego,F,35.0,Diretor (CTO),,Solteiro
Guilherme,F,,Advogado,17762.26,Solteiro
Amanda,F,29.0,Analista de Sistemas,,Solteiro
Marcos,M,,Veterinário,19120.12,Casado
Ana Paula,M,,Diretor Executivo (CEO),20910.71,Divorciado
Ricardo,F,25.0,Piloto,,Viúvo
Anderson,M,22.0,Farmacêutico,,Viúvo
Fatima,F,20.0,Piloto,,Divorciado
Claudia,F,38.0,Gerente de Vendas,,Casado
Leonardo,M,,Gerente de Vendas,14578.83,Solteiro
Leandro,F,38.0,Diretor (CTO),,Casado
Jessica,M,54.0,Gerente,,Divorciado
Francisca,F,39.0,Gerente,,Viúvo
Fatima,M,,Dentista,19245.32,Viúvo
Bruno,M,,Diretor (CTO),4397.88,Viúvo
Thiago,M,,Gerente de Vendas,18869.87,Divorciado
Paula,F,62.0,Engenheiro,,Casado
Marcelo,F,24.0,Diretor Executivo (CEO),,Casado
Camila,F,27.0,Engenheiro de Petróleo,,Viúvo
Felipe,M,,Programador,16776.25,Casado
Thiago,M,33.0,Programador,,Casado
Marcelo,M,,Dentista,16867.5,Casado
Ana,F,,Engenheiro de Petróleo,14066.8,Casado
Renata,M,50.0,Diretor (CTO),,Solteiro
Carla,F,,Gerente,,Casado
Jessica,F,,Engenheiro,22562.82,Divorciado
Fernanda,F,,Diretor Executivo (CEO),14353.66,Divorciado
Anderson,F,,Diretor (CTO),18220.67,Divorciado
Maria,M,,Farmacêutico,5789.58,Solteiro
Paulo,M,59.0,Gerente,,Solteiro
Gabriela,F,19.0,Dentista,,Casado
Ana,M,,Diretor Executivo (CEO),20010.0,Divorciado
Fernando,M,59.0,Médico,,Casado
Francisco,F,,Farmacêutico,17333.5,Divorciado
Pedro,M,,Médico,10478.57,Viúvo
Ana Paula,M,37.0,Farmacêutico,,Casado
Ana Paula,M,,Diretor Executivo (CEO),9500.85,Viúvo
Jessica,M,,Cientista de Dados,15558.75,Viúvo
Aline,F,33.0,Programador,,Viúvo
Francisca,M,,Farmacêutico,8657.11,Divorciado
Guilherme,F,,Gerente,3669.88,Divorciado
Gabriela,M,,Consultor,15034.67,Casado
Rafael,F,,Dentista,22213.68,Viúvo
Thiago,F,,Gerente de Vendas,22251.57,Solteiro
Claudia,F,,Gerente,15808.41,Solteiro
Bruna,M,47.0,Analista de Sistemas,,Viúvo
Fatima,F,34.0,Cientista de Dados,,Solteiro
Camila,M,,Advogado,12219.39,Casado
Anderson,F,,Diretor (CTO),17569.74,Casado
Anderson,M,58.0,Analista de Sistemas,,Casado
Rafael,M,,Dentista,8150.42,Viúvo
Fabiana,M,,Consultor,14236.47,Solteiro
Beatriz,M,27.0,Diretor Executivo (CEO),,Viúvo
Eduardo,M,41.0,Gerente de TI,,Casado
Bruna,M,32.0,Arquiteto,,Solteiro
José,M,43.0,Advogado,,Casado
Anderson,M,63.0,Programador,,Solteiro
Eduardo,M,21.0,Engenheiro de Petróleo,,Casado
Joao,M,61.0,Engenheiro,,Divorciado
Thiago,M,,Advogado,3991.19,Casado
Gabriela,M,,Gerente,7496.77,Viúvo
Raquel,M,21.0,Arquiteto,,Solteiro
Adriana,M,28.0,Engenheiro de Petróleo,,Casado
Marcos,F,,Veterinário,15527.34,Divorciado
Ana,F,,Diretor (CTO),7098.27,Divorciado
Ricardo,M,,Arquiteto,11268.09,Viúvo
Gabriela,M,,Diretor Executivo (CEO),13453.09,Viúvo
Gabriela,F,20.0,Gerente de TI,,Viúvo
Aline,M,,Advogado,19902.94,Casado
Marcelo,F,21.0,Médico,,Viúvo
Felipe,M,,Diretor (CTO),11676.53,Divorciado
Gabriel,M,,Engenheiro,13296.29,Casado
Eliane,M,18.0,Médico,,Solteiro
Aline,F,59.0,Veterinário,,Solteiro
Raquel,M,30.0,Gerente,,Viúvo
Joao,F,,Cientista de Dados,20329.58,Viúvo
Paulo,F,,Engenheiro de Petróleo,10333.81,Casado
Gabriel,F,41.0,Farmacêutico,,Viúvo
Aline,M,,Gerente,9501.12,Divorciado
Rafael,M,,Programador,15361.04,Casado
Gustavo,F,,Engenheiro,8936.13,Viúvo
Sandra,M,,Diretor (CTO),15645.62,Divorciado
Pedro,F,,Engenheiro,21292.67,Divorciado
Thiago,F,,Programador,21515.0,Solteiro
Fernanda,F,19.0,Gerente,,Casado
Fabiana,M,,Engenheiro,21004.13,Divorciado
Paulo,F,,Médico,22990.33,Solteiro
Rodrigo,M,,Consultor,21243.29,Solteiro
Antonio,M,56.0,Piloto,,Solteiro
Rodrigo,F,37.0,Advogado,,Divorciado
Diego,M,24.0,Cientista de Dados,,Viúvo
Mariana,F,18.0,Gerente,,Solteiro
Matheus,M,59.0,Gerente de Vendas,,Viúvo
Thiago,M,61.0,Diretor (CTO),,Viúvo
Joao,F,41.0,Consultor,,Casado
Leandro,M,,Piloto,13667.63,Viúvo
Guilherme,F,,Gerente,4926.54,Divorciado
Leandro,M,,Médico,20096.19,Solteiro
Camila,F,56.0,Engenheiro,,Viúvo
Camila,F,,Analista de Sistemas,6826.58,Divorciado
Eduardo,M,,Farmacêutico,21088.91,Divorciado
Bruna,F,,Engenheiro de Petróleo,10853.74,Viúvo
Felipe,M,44.0,Médico,,Casado
Aline,M,,Gerente de TI,5818.89,Divorciado
José,F,,Cientista de Dados,21936.12,Viúvo
Adriana,M,19.0,Gerente,,Casado
Joao,F,,Gerente,16083.4,Viúvo
Anderson,F,31.0,Consultor,,Viúvo
Jessica,M,,Gerente,5771.02,Viúvo
Pedro,M,35.0,Farmacêutico,,Solteiro
Eliane,F,52.0,Médico,,Viúvo
Leonardo,F,38.0,Diretor (CTO),,Divorciado
Sandra,F,63.0,Engenheiro de Petróleo,,Solteiro
Joao,M,49.0,Programador,,Casado
Marcia,M,58.0,Consultor,,Solteiro
Lucas,M,,Analista de Sistemas,11500.25,Casado
Thiago,M,49.0,Farmacêutico,,Divorciado
Carla,M,,Programador,17742.15,Solteiro
Vanessa,F,38.0,Gerente de Vendas,,Viúvo
Patricia,M,,Veterinário,3900.63,Solteiro
Luciana,M,,Advogado,17614.09,Solteiro
Lucas,F,64.0,Programador,,Divorciado
Rodrigo,M,35.0,Arquiteto,,Casado
Fernando,F,,Consultor,6833.36,Solteiro
Fatima,M,,Diretor (CTO),3646.76,Viúvo
João,M,64.0,Consultor,,Divorciado
Paula,M,46.0,Veterinário,,Casado
Mariana,M,,Piloto,5334.87,Divorciado
Carla,M,61.0,Dentista,,Solteiro
Paula,M,,Gerente de TI,11937.37,Divorciado
Aline,F,34.0,Engenheiro,,Solteiro
Paulo,F,53.0,Gerente de Vendas,,Divorciado
Ricardo,F,,Gerente,12861.73,Casado
Paulo,M,52.0,Consultor,,Casado
Paula,M,20.0,Diretor Executivo (CEO),,Casado
Fernando,F,28.0,Cientista de Dados,,Divorciado
Fernando,M,28.0,Gerente de Vendas,,Divorciado
Gabriela,M,26.0,Veterinário,,Divorciado
Camila,F,27.0,Diretor (CTO),,Solteiro
Lucas,F,45.0,Analista de Sistemas,,Divorciado
Lucas,F,57.0,Advogado,,Divorciado
Leonardo,M,57.0,Dentista,,Casado
Juliana,M,50.0,Dentista,,Divorciado
Fatima,F,,Engenheiro,4877.95,Solteiro
Paulo,M,41.0,Arquiteto,,Solteiro
Fatima,M,38.0,Dentista,,Viúvo
Rodrigo,F,,Diretor (CTO),5489.0,Casado
Rafael,M,,Programador,10180.69,Casado
Rodrigo,M,,Gerente de Vendas,20678.78,Divorciado
Francisca,F,55.0,Cientista de Dados,,Divorciado
Diego,F,65.0,Gerente de TI,,Casado
Francisca,M,,Engenheiro de Petróleo,16086.31,Divorciado
Beatriz,F,64.0,Consultor,,Divorciado
Fernando,F,,Arquiteto,8055.4,Divorciado
Leandro,F,22.0,Diretor Executivo (CEO),,Casado
Marcelo,M,,Médico,8751.36,Viúvo
Sandra,M,,Diretor (CTO),12462.63,Divorciado
Mariana,F,43.0,Advogado,,Solteiro
Fernando,M,,Gerente,6134.71,Viúvo
Gabriela,F,30.0,Médico,,Divorciado
Pedro,M,30.0,Analista de Sistemas,,Viúvo
Juliana,F,44.0,Programador,,Divorciado
Camila,M,54.0,Programador,,Casado
Juliana,M,54.0,Arquiteto,,Solteiro
Bruna,M,49.0,Gerente,,Casado
Ricardo,F,40.0,Programador,,Solteiro
Juliana,F,,Arquiteto,11837.59,Viúvo
Jessica,F,,Diretor (CTO),13794.77,Divorciado
Juliana,M,,Diretor (CTO),14181.5,Divorciado
Francisca,M,21.0,Engenheiro de Petróleo,,Divorciado
Gabriela,M,31.0,Arquiteto,,Viúvo
Raquel,F,,Engenheiro,14471.16,Casado
Lucas,F,25.0,Veterinário,,Viúvo
Patricia,F,,Médico,11127.78,Solteiro
Gabriela,M,,Advogado,14337.05,Divorciado
Antonio,F,33.0,Engenheiro,,Divorciado
Vanessa,F,,Engenheiro,6904.76,Viúvo
Beatriz,F,,Advogado,4260.31,Solteiro
Beatriz,M,61.0,Veterinário,,Viúvo
Amanda,M,27.0,Engenheiro de Petróleo,,Casado
Joao,F,56.0,Gerente,,Solteiro
Carlos,F,25.0,Diretor (CTO),,Solteiro
Renata,F,,Arquiteto,10660.76,Casado
Antonio,F,50.0,Veterinário,,Casado
Ana Paula,M,,Dentista,17965.11,Solteiro
Fernanda,M,,Arquiteto,18730.86,Divorciado
Bruna,F,22.0,Engenheiro de Petróleo,,Divorciado
Bruna,F,34.0,Gerente de TI,,Viúvo
Fatima,M,20.0,Cientista de Dados,,Casado
Diego,F,37.0,Veterinário,,Divorciado
Fernanda,M,33.0,Programador,,Solteiro
Marcos,M,65.0,Gerente de TI,,Casado
Francisco,F,47.0,Arquiteto,,Casado
Gabriela,F,34.0,Programador,,Casado
Thiago,M,,Diretor (CTO),3036.4,Viúvo
Ricardo,M,32.0,Veterinário,,Casado
Gustavo,M,,Engenheiro,22858.68,Divorciado
Jessica,F,47.0,Advogado,,Divorciado
Francisco,M,,Diretor Executivo (CEO),16710.93,Viúvo
Raquel,F,,Gerente,4029.14,Viúvo
Sandra,F,50.0,Arquiteto,,Casado
Carlos,F,,Diretor (CTO),10016.58,Viúvo
Leandro,M,50.0,Veterinário,,Viúvo
Felipe,F,,Advogado,8400.69,Casado
Marcos,F,56.0,Dentista,,Divorciado
Luciana,M,,Veterinário,18925.77,Solteiro
Anderson,F,24.0,Programador,,Divorciado
Daniel,M,37.0,Médico,,Casado
Rafael,F,,Gerente,4395.66,Viúvo
João,M,,Consultor,20113.11,Casado
Gabriel,F,28.0,Engenheiro de Petróleo,,Viúvo
Leonardo,M,56.0,Engenheiro,,Solteiro
Eduardo,F,,Piloto,16562.96,Solteiro
Paulo,M,,Gerente,22667.47,Casado
Larissa,M,22.0,Médico,,Solteiro
Fabiana,M,33.0,Piloto,,Solteiro
Carlos,F,,Diretor (CTO),5945.19,Viúvo
Fatima,F,,Dentista,6648.54,Divorciado
Rodrigo,M,,Engenheiro,7487.59,Solteiro
Aline,F,41.0,Gerente de Vendas,,Viúvo
Rafael,M,62.0,Gerente de TI,,Casado
Claudia,F,,Farmacêutico,19211.46,Casado
Paulo,F,,Advogado,9847.43,Divorciado
Francisco,F,49.0,Arquiteto,,Viúvo
Carlos,M,62.0,Gerente,,Viúvo
Francisco,F,,Farmacêutico,3873.25,Divorciado
Juliana,F,,Gerente,13756.29,Viúvo
Beatriz,M,53.0,Piloto,,Casado
Raquel,M,,Consultor,17462.37,Divorciado
Claudia,M,20.0,Arquiteto,,Divorciado
Sandra,F,33.0,Gerente de Vendas,,Divorciado
Amanda,F,,Consultor,4948.84,Divorciado
Matheus,F,28.0,Diretor Executivo (CEO),,Viúvo
Fernando,M,,Analista de Sistemas,20305.8,Casado
Juliana,F,,Piloto,12788.26,Casado
Gabriel,F,39.0,Engenheiro de Petróleo,,Solteiro
Luiz,M,,Cientista de Dados,20226.2,Divorciado
Fernanda,M,,Gerente,7151.11,Viúvo
Leonardo,F,,Consultor,15419.06,Viúvo
Jose,M,,Engenheiro de Petróleo,20304.62,Solteiro
Thiago,M,,Gerente,16692.01,Casado
Luiz,M,34.0,Consultor,,Casado
Juliana,M,,Gerente de TI,18679.09,Viúvo
Carlos,F,56.0,Gerente de TI,,Viúvo
Larissa,M,26.0,Dentista,,Solteiro
Juliana,F,,Gerente,5670.07,Solteiro
Leonardo,F,,Dentista,11331.2,Solteiro
Mariana,F,,Gerente de TI,,Casado
Vanessa,M,,Piloto,16143.74,Solteiro
Mariana,F,,Programador,5025.86,Viúvo
Carla,F,53.0,Analista de Sistemas,,Divorciado
Aline,M,34.0,Engenheiro,,Solteiro
Carla,F,27.0,Engenheiro de Petróleo,,Viúvo
Marcelo,M,63.0,Engenheiro,,Solteiro
Guilherme,M,,Médico,4293.45,Divorciado
Bruno,F,43.0,Cientista de Dados,,Viúvo
Fernanda,M,57.0,Engenheiro de Petróleo,,Solteiro
Raquel,M,55.0,Advogado,,Divorciado
Mariana,F,,Veterinário,14965.94,Solteiro
Gustavo,M,62.0,Diretor (CTO),,Viúvo
Eduardo,M,,Gerente,7445.95,Casado
Guilherme,M,,Gerente,16602.35,Casado
Thiago,M,,Dentista,8861.48,Viúvo
Leandro,M,37.0,Farmacêutico,,Divorciado
Daniel,F,,Diretor (CTO),8923.52,Solteiro
Matheus,F,49.0,Consultor,,Casado
Camila,M,26.0,Cientista de Dados,,Casado
Amanda,M,30.0,Diretor Executivo (CEO),,Casado
Bruno,F,,Advogado,16137.07,Viúvo
Gustavo,M,31.0,Cientista de Dados,,Divorciado
Francisco,F,21.0,Consultor,,Divorciado
Guilherme,F,,Cientista de Dados,20402.08,Divorciado
Amanda,F,59.0,Gerente de TI,,Viúvo
Patricia,F,65.0,Engenheiro,,Divorciado
Luana,M,,Programador,21255.92,Viúvo
Carlos,M,,Consultor,8752.58,Divorciado
Jose,F,,Arquiteto,19848.27,Casado
Larissa,F,46.0,Programador,,Casado
Leandro,M,64.0,Diretor (CTO),,Viúvo
Rodrigo,F,,Veterinário,4823.86,Viúvo
Luana,M,20.0,Arquiteto,,Casado
Marcos,M,38.0,Gerente de TI,,Divorciado
Felipe,F,37.0,Gerente de Vendas,,Solteiro
Jessica,F,,Piloto,5545.5,Viúvo
Gabriela,F,,Engenheiro de Petróleo,20127.26,Viúvo
Ricardo,M,42.0,Consultor,,Casado
Gustavo,M,,Consultor,6036.19,Divorciado
Diego,F,,Médico,13996.75,Casado
Ricardo,M,,Engenheiro,4529.66,Viúvo
Beatriz,F,,Programador,6304.27,Casado
Renata,F,,Veterinário,3976.2,Divorciado
Anderson,M,36.0,Advogado,,Viúvo
Leandro,M,,Cientista de Dados,6129.72,Solteiro
Gustavo,M,46.0,Engenheiro de Petróleo,,Viúvo
Matheus,M,42.0,Gerente,,Casado
Leonardo,M,36.0,Médico,,Viúvo
Francisca,M,34.0,Analista de Sistemas,,Divorciado
Anderson,M,63.0,Gerente,,Casado
Ana,F,26.0,Consultor,,Casado
Adriana,M,31.0,Gerente de Vendas,,Viúvo
Marcelo,M,,Arquiteto,16475.73,Divorciado
Raquel,F,,Analista de Sistemas,4643.1,Viúvo
Marcelo,F,,Engenheiro de Petróleo,11670.25,Viúvo
Jose,M,,Veterinário,8759.13,Solteiro
Fernando,F,33.0,Programador,,Viúvo
Claudia,M,64.0,Diretor Executivo (CEO),,Divorciado
Ana,M,,Gerente de Vendas,19539.61,Solteiro
Gustavo,M,37.0,Médico,,Casado
Luana,F,,Gerente de TI,7730.25,Casado
Gabriel,F,57.0,Consultor,,Viúvo
Carlos,M,,Programador,21499.24,Divorciado
Ana,M,45.0,Programador,,Viúvo
Luana,F,,Engenheiro de Petróleo,20847.86,Divorciado
Francisca,F,63.0,Engenheiro de Petróleo,,Solteiro
Leandro,F,,Médico,4968.14,Divorciado
Joao,M,35.0,Consultor,,Solteiro
Paula,F,44.0,Farmacêutico,,Casado
Patricia,M,,Gerente de TI,12908.48,Divorciado
Daniel,F,,Consultor,19227.93,Solteiro
Ricardo,F,,Gerente,4575.33,Divorciado
Amanda,M,,Piloto,10915.93,Casado
Gabriela,F,,Diretor (CTO),18069.78,Viúvo
Paula,F,19.0,Gerente,,Viúvo
Anderson,F,,Gerente,7165.31,Viúvo
Raquel,M,46.0,Consultor,,Viúvo
Thiago,M,,Médico,6949.71,Casado
Luciana,F,33.0,Arquiteto,,Solteiro
Paulo,M,,Gerente,22020.09,Divorciado
